Threshold,False Positive Rate (x),True Positive Rate (y)
0.924000,0.012448,0.302905
0.925000,0.012448,0.298755
0.926000,0.012448,0.298755
0.927000,0.012448,0.294606
0.928000,0.012448,0.290456
0.929000,0.012448,0.288382
0.930000,0.012448,0.286307
0.931000,0.012448,0.284232
0.932000,0.012448,0.278008
0.933000,0.010373,0.271784
0.934000,0.010373,0.257261
0.935000,0.010373,0.255187
0.936000,0.010373,0.248963
0.937000,0.008299,0.238589
0.938000,0.008299,0.234440
0.939000,0.008299,0.232365
0.940000,0.008299,0.226141
0.941000,0.008299,0.221992
0.942000,0.008299,0.219917
0.943000,0.008299,0.213693
0.944000,0.008299,0.211618
0.945000,0.008299,0.207469
0.946000,0.008299,0.207469
0.947000,0.008299,0.199170
0.948000,0.008299,0.192946
0.949000,0.008299,0.192946
0.950000,0.008299,0.188797
0.951000,0.008299,0.182573
0.952000,0.008299,0.176349
0.953000,0.008299,0.176349
0.954000,0.008299,0.170124
0.955000,0.008299,0.168050
0.956000,0.008299,0.161826
0.957000,0.008299,0.155602
0.958000,0.008299,0.153527
0.959000,0.008299,0.149378
0.960000,0.008299,0.143154
0.961000,0.008299,0.134855
0.962000,0.008299,0.134855
0.963000,0.008299,0.130705
0.964000,0.008299,0.126556
0.965000,0.008299,0.120332
0.966000,0.008299,0.118257
0.967000,0.008299,0.114108
0.968000,0.008299,0.112033
0.969000,0.006224,0.112033
0.970000,0.006224,0.105809
0.971000,0.006224,0.103734
0.972000,0.006224,0.099585
0.973000,0.006224,0.097510
0.974000,0.006224,0.095436
0.975000,0.006224,0.095436
0.976000,0.006224,0.093361
0.977000,0.006224,0.091286
0.978000,0.006224,0.080913
0.979000,0.006224,0.072614
0.980000,0.006224,0.072614
0.981000,0.006224,0.064315
0.982000,0.004149,0.060166
0.983000,0.004149,0.056017
0.984000,0.004149,0.056017
0.985000,0.004149,0.047718
0.986000,0.004149,0.043568
0.987000,0.004149,0.039419
0.988000,0.004149,0.039419
0.989000,0.004149,0.037344
0.990000,0.004149,0.031120
0.991000,0.004149,0.022822
0.992000,0.004149,0.020747
0.993000,0.004149,0.020747
0.994000,0.002075,0.018672
0.995000,0.002075,0.016598
0.996000,0.002075,0.016598
0.997000,0.002075,0.008299
0.998000,0.002075,0.000000
0.999000,0.000000,0.000000
1.000000,0.000000,0.000000
